example_id,problem,problem_category,answer,answer_type
778,Please give me an exhaustive list of all National League hitters from the 2023 MLB season that had a higher than .900 OPS overall and Brls/PA% higher than 10. Make sure that the list only includes batters that had at least 500 PA vs right handed pitchers.,Sports,"Ronald Acuña Jr., Matt Olson",Set Answer
779,"Regular attendance is defined as missing less than 10% of school days (or fewer than 2 absences per month), regardless of the reason. According to Washington state's Office of Superintendent of Public Instruction's report card data, which elementary schools in District 7 of Seattle Public Schools had less than 70% of students with regular attendance in the 2021-22 school year? Do not include K-8 schools.",Education,"Dunlap Elementary School, Emerson Elementary School, Graham Hill Elementary School, Martin Luther King Jr. Elementary School, Wing Luke Elementary School, Rainier View Elementary School",Set Answer
780,"From the 5 countries with the biggest decrease in yearly number of animals slaughtered for meat between 2000 and 2007 (both included) in the cattle category according to Our World in Data, what are the scientific name of the species that are marked as having produced more than 0 tons in 2001 in the country with the lowest amount of total production tons during the previously mentioned timeframe (2000-2007), according to FishBase.org's FAO Aquaculture Production data?",Science,"Clarias gariepinus, Cyprinus carpio, Oncorhynchus mykiss, Oreochromis niloticus",Set Answer
781,"Official reports published by the U.S. Department of Transportation's Office of Aviation Consumer Protection show total consumer submissions (complaints, inquiries, and opinions) received by airlines operating in the United States from month to month. Which U.S. airline received the highest percent (%) increase in total consumer submissions between June 2023 and July 2023?",Travel,Lynx Air International,Single Answer
782,"Out of exoplanets found using the radial velocity method, with a mass of no more than 5 times that of Earth, an orbital period of at least 100 days, and discovered before 2020, find the exoplanet with the largest eccentricity and provide the name of the country that the facility that discovered this exoplanet is located in. Only provide the name of the country and nothing else.",Science,Chile,Single Answer
783,"What is the primary image on the back side of the Canadian coin that had the highest mintage rate in 2013, according to the Royal Canadian Mint.",Finance & Economics,Loon,Single Answer
784,"Of the mosses listed by Putzke in 2015 as having been collected in at least 3 of the 4 given locations (King George Island, Elephant Island, Nelson Island and Hope Bay), which species are also found in South Australia? Refer to Catcheside's 1980 list and compare the names as they appear in these sources, ignoring any potential name changes.",Science,"Bryum argenteum, Bryum pseudotriquetrum, pohlia nutans and Polytrichum juniperinum",Set Answer
785,"For all the by-elections that occurred in Canadian federal ridings between 2020 and 2022, for candidates from registered parties, determine which three candidates received the least number of votes.",Politics & Government,"Sébastien CoRhino (24), Dwayne Cappelletti (76), Keith Komar (135)",Set Answer
786,"Identify all the landlocked countries around the world that, according to the World Factbook's Field Listing on natural resources, produce both lignite (not including higher grades represented by the term ""coal"") and copper (including copper and/or copper ore) as natural resources with ""significant contributions"" to their economies. Of those, what countries saw a decrease in CO2 emission estimates (in tons per capita) between the years 2015 and 2020 according to UNdata?",Geography,"Austria, Slovakia",Set Answer
787,"For that show that Ty Burrell and Eric Stonestreet were on together, which years did the show receive at least 10 Emmy nominations? Give it to me in a list from most to least nominations.",Media & Entertainment,"* 2011 (17 nominations)
* 2010 (14 nominations), 2012 (14 nominations)
* 2013 (12 nominations)
* 2014 (10 nominations)",Set Answer
788,"At the end of the day on March 10 2023 on the NPS page about VEI, what volcano did they list as the example for Ultra-Plinian Mega-colossal?",Geography,Mount Mazama,Single Answer
789,"Of the European countries that are part of the European Union that became a member state between 2000 and mid-2024, which countries had a total population larger than 5 million but less than 10 million in 2021, and experienced a decreased percentage change in youth unemployment between the years of 2022 and 2023, according to the UNECE?",Geography,Slovakia,Single Answer
790,"Of the Big Four US airlines (Delta Air Lines, United Airlines Holdings, American Airlines Group, and Southwest Airlines), which had positive working capital at the end of the 2020 fiscal year according to their respective 10-K filings?",Finance & Economics,"Delta Air Lines, United Airlines Holdings, Southwest Airlines",Set Answer
791,"Of the republicans who won U.S. House of Representative races in Washington in 2018, which of them had Davita Inc. as their top contributor in the 2018 election cycle when only considering campaign committee contributions, according to opensecrets.org? Provide their last names in a comma-separated list in alphabetical order.",Politics & Government,"Herrera Beutler, McMorris Rodgers",Set Answer
792,"Consider the nations who joined the League of Nations on January 10th 1920, who were also part of the 51 original members of the United Nations. Of these nations, which one was the latest to join the Allies side in WWII?",History,Chile,Single Answer
793,"Using TransferMarkt.co.uk, Assess the football teams that finished in the top 12 in the premier league in 2015/16. Then, assess how much money those teams spent in the following season, including the summer and winter transfer windows. This includes all transfers, including loans. Provide the top 5 teams that made the least profit in the aforementioned season. Any mention of monetary values, please keep it in euros.",Finance & Economics,"Manchester City, Manchester United, Arsenal, West Ham United, Stoke City",Set Answer
794,"Look only at the SEC quarterly financial statements from 2023 for Tesla Inc. Tell me in which quarters (if any) did Tesla report quarterly data that shows net profit margin percentages of over 10.5 percent? Use the formula: net income divided by total revenues times 100 to calculate the net profit margin percentage. To break down the quarters, Q1 would be for the quarterly period ended March 31, 2023. Q2 would be for the quarterly period ended June 30, 2023. Q3 would be for the quarterly period ended September 30, 2023, and Q4 would be for the quarterly period ended December 31, 2023. Use the 10-Qs and 10-Ks filed by Tesla with the SEC. Answer with the set of financial quarters (like Q1, Q2, Q3, and Q4) where Tesla reported quarterly data that shows net profit margin percentages of over 10.5 percent.",Finance & Economics,"Q1, Q4",Set Answer
795,"Of the states that have an more than 50 tornadoes annually on average (for the years 2003-2022), which of those states also have a population of at least 3 million (according to the April 2020 census), have a population density of less than 100 people per square mile of land (according to the April 2020 census), and have at least 30 state parks?",Geography,"Oklahoma, Missouri, Iowa",Set Answer
796,"According to BRFSS data on the CDC website, what states consistently have a prevalence higher than 4% of respondents who have reported having driven after drinking too much, between 2018 and 2023?",Other,"Iowa, Nebraska",Set Answer
797,"I am performing a comparative study on the quality of life in G20 countries. According to the University of Toronto's G7 Information Center 2010 Fact Sheets ""G8 and G20 Demographics"", and ""G8 and G20 Economic Indicators"", which G20 countries have a population growth rate that is positive, a birth rate that is over 10/1000, a life expectancy over 80.00 years old, and a 2009 unemployment rate less than 9.50%?",Politics & Government,"Canada, France, Australia",Set Answer
798,"From the Space Shuttle program, for the space shuttle with the most number of orbital flights, how many Commanders commanded exactly two of those flights?",History,5,Single Answer
799,"Of the properties that have been determined eligible for designation as a National Historic Landmark before 2023 but could not ultimately be designated, which are also listed in the National Register of Historic Places, still exist today, and are located in a state that does not border any large bodies of water (not considering lakes)?",History,Applegate-Lassen Trail,Single Answer
800,"According to iowadatacenter.org, which states in the United States had a female population percentage of less than 51% in 2000? From those states which states had an export value greater than 22 for corn in 2007, an export value greater than 100 for wheat in 2004, and a total agricultural exports value greater than 1130 in 2004, according to ers.usda.gov?",Finance & Economics,"California, Kansas, Minnesota, Nebraska, North Dakota, South Dakota, Texas.",Set Answer
801,"According to the IUCN Red List, which of the following animals was categorized as ""critically endangered"" or ""endangered"" in both the 2016 and 2017 lists: the San Cristobal Giant Tortoise, Rondonia Antwarbler, Mountain Starling, Moheli scops-owl, or the Relict Gull?",Science,Moheli Scops-owl,Single Answer
802,"Make a list of states that have both received higher than $10,000,000,000 of federal funding in 2021 according to usafacts.org and spent more than $10,000,000,000 on Medicaid in 2023 according to kff.org. The list should be in alphabetical order with the states separated by a comma.",Politics & Government,"Arizona, California, Colorado, Connecticut, Florida, Georgia, Illinois, Indiana, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Jersey, New York, North  Carolina, Ohio, Oregon, Pennsylvania, Tennessee, Texas, Virginia, Washington, Wisconsin",Set Answer
803,"Which US states are in the same major river basin and, according to the IUCN Red List, have species that is currently on the extinct in the wild list, but do not have a species that is currently on the extinct list?",Science,"New Mexico, Wyoming",Set Answer
804,"I'm looking for the name of a president who meets a few different qualifications. I want the name of a democratic president who (as of 2024) only served one term, and who signed 10 or less executive orders. This president also needs to have served without any wars being declared while they were in office.",History,Martin Van Buren,Single Answer
805,"In the 2022/2023 academic year, which HE provider that features in the top five for female enrolments also features in the top five for enrolments to study Computing and the top five for Law? Use data from the HESA website.",Education,The Open University,Single Answer
806,"Based on data from World Bank Group, Individuals using the Internet (% of population), which countries showed an internet use between 75% and 90% (inclusive) for all of the following years: 2010, 2015, and 2020?",Other,"Austria, France, Germany, Slovak Republic",Set Answer
807,"In the Pokémon TCG, which ""Sabrina's"" Pokémon cards as part of the ""Gym Heroes"", ""Gym Challenge"", and ""Pokémon VS"" sets have at least 70HP with no weakness and one attack that deals anywhere from 20 to 40 points?",Media & Entertainment,"Sabrina's Haunter (Gym Challenge, 55/132), Sabrina's Gengar (Gym Challenge, 29/132), Sabrina's Gengar (Gym Heroes, 14/132)",Set Answer
808,"I'm looking for more information about states with National Park Sites and how they benefit the United States, specifically Pennsylvania and the states bordering it. Out of these states, which state brings in the most money from total visitor spending per National Park Site, according to the 2023 data? The state must have at least 10 National Park Sites and all information must be the official numbers from the National Park Service government website, nps.gov.",Geography,New York,Single Answer
809,"Out of the states Kentucky, Arizona, South Carolina, and Kansas, which state had a median housing listing price between $280k and $300k in January 2023 according to FRED, and an average grade 8 math score over 270 on the Nation's Report Card in 2022?",Geography,Kansas,Single Answer
810,"Using data from the American Presidency Project, list in alphabetical order of last name the U.S. presidential election winners who: (1) won a single U.S. election during the 20th century (understood as 1900-1999 inclusive) ; (2) won that election with less than 50% of the popular vote; (3) held their first solo news conference less than a week (7 days) after taking office.",Politics & Government,"John F. Kennedy, Harry S. Truman",Set Answer
811,"Find the 5 EU countries with the lowest volume index GDP per capita in 2014 according to Eurostat statistics, then provide a list of their capitals by population in the 2021 census from lowest to highest.",Finance & Economics,"Riga, Zagreb, Sofia, Bucharest, Warsaw",Set Answer
812,"Out of the countries that the World Bank recorded as having women and girls as less than 45% of their population in 2000, which country had women and girls as the highest average percentage of its population from 2020 through the end of 2023?",Geography,Kuwait,Single Answer
813,List all West Coast US States that experienced an increase in CO2 emissions of more than 0.1( million metric tons of carbon dioxide (CO2)) for Coal energy consumption from 2020 to 2022.,Politics & Government,California,Set Answer
814,"Identify all U.S. states that, as of the end of 1920, had not yet ratified the 19th Amendment to the Constitution, and that by the end of 2022 had not adopted Medicaid expansion under the Affordable Care Act. Among these states, include only those where adult obesity rates reached at least 35% according to 2021 data from the Behavioral Risk Factor Surveillance System, and where voter turnout in the 2020 presidential election was below the national average of 66.6%, based on Voting-Eligible Population figures from the U.S. Elections Project. Provide a complete list of states that satisfy all of these conditions.",Politics & Government,"Alabama, Mississippi, and South Carolina",Set Answer
815,"Using 2020 data from data.un.org, which world regions had less than 80 per 100 individuals using the internet, a life expectancy at birth of over 65 for men, an unemployment rate under 15%, and a percentage of rural population using safely managed sanitation above 50%? When more specifically divided regions are available, such as Eastern, Middle, Southern, and Western Africa, use each individual region rather than the larger lumped together data for Sub-Saharan Africa. If data isn't available in a certain field, assume the region fails that criteria.",Other,"Central Asia, Western Asia",Set Answer
816,"According to the CBO, for which of the years between 2016 and 2023 did the US defense budget increase by 5% or more from the previous year, and had overall discretionary outlays by the federal government of over 1.5 trillion dollars. Order the answer from the year with the most spent on defense to the least.",Politics & Government,"2023, 2020",Set Answer
817,"Starting in 2024 and going back 5 years, which NFL quarterbacks taken in the first round of the draft had 2000 or more passing yards in the regular season of their rookie year?",Sports,"Caleb Williams, Jayden Daniels, Drake Maye, Bo Nix, Bryce Young, C.J. Stroud, Kenny Pickett, Trevor Lawrence, Zach Wilson, Mac Jones, Joe Burrow, Justin Herbert, Kyler Murray, Daniel Jones",Set Answer
818,"Looking at the National Park Service 2023 Recreation Visits by Site Designation, which 3 site designations account for over 56% of all visitors to the US National Parks System?",Travel,"National Parks, National Recreation Areas, National Memorials",Set Answer
819,"Using the National Vital Statistics Report on Birth Data from 2020, determine which three states had the highest birth rate among mothers aged 15-19 and which county, in each of these three states, had the most unmarried women aged 15-19 give birth in 2020? Use data from the 2020: ACS 5-Year Estimates for birth estimates by county, and present your answer in a list formatted as such - State: County, State: County, State: County.",Health,"Mississippi: Rankin County, Arkansas: Pulaski County, Louisiana: Caddo Parish",Set Answer
820,"A london-based author was featured in the Anansi Spring 2020 catalogue, featuring her debut novel that also takes place in london. What was her second book called?",Arts,Miss Aldridge Regrets,Single Answer
821,"According to Stats NZ data, list all the years between 1997 and 2012 that the Auckland Region, Wellington Region and Gisborne Region all individually had populations of 46,000 or more",Other,"1997, 1998, 1999, 2000, 2006, 2007, 2008, 2009, 2010, 2011, 2012",Set Answer
822,I'd be interested to know of any MPs who nominated both Jeremy Corbyn and Keir Starmer before their respective leadership elections. Give me their names and the constituencies they represented at the 2019 UK general election.,Politics & Government,"Clive Efford - Eltham
David Lammy - Tottenham
Margaret Beckett - Derby South
Rupa Huq - Ealing Central and Acton
Rushanara Ali - Bethnal Green and Bow
Tulip Siddiq - Hampstead and Kilburn",Set Answer
823,"In 2022, which states who were in the top 5 for death rates related to heart disease, also had chronic lower respiratory diseases in their top 5 leading causes of death in 2022. Use data from the CDC.",Health,"Oklahoma, Mississippi, Arkansas",Set Answer
824,"List every U.S. President from 1872 to 2020 who was elected (or re-elected) on an Election Day where the precipitation in Washington, D.C. was 0.1 or higher according to NOAA weather data. Use the ""Washington Area"" as your location resource.",History,"Rutherford B. Hayes, Grover Cleveland, Ronald Reagan, Bill Clinton",Set Answer
825,"Using the data on inbound tourism and total population (both sexes) found on https://data.un.org/, which of the two regions, among Africa, Americas, East Asia and the Pacific, Europe, Middle East, South Asia, and Other, that showed the largest decrease in arrivals to the UK between 2018 and 2019 (consider the number of people only), had the largest median population in 2019?",Geography,East Asia and the Pacific,Single Answer
826,"In 2021, which of the top 4 leading causes of death for Ecuadorian women and top 4 leading causes of death for Ecuadorian men were not among the top 8 leading causes of death globally? Use data from the World Health Organization (WHO).",Health,"Kidney diseases, road injury",Set Answer
827,"I want to go to uni but i want the best one that is closest. According to The Guardian 2024 ranking, which is in the top 10 for English and has a career after 15 months rating of over 75 across all subjects? I also want the closest to Ashford (Kent) that has opportunities to study postgrad English",Education,Canterbury Christ Church University,Single Answer
828,Who has won a Ripple of Hope Award before the year 2017 and has also won a Nobel Prize before the year 2010?,History,"Al Gore, Muhammad Yunus, Desmond Tutu",Set Answer
829,Please list all the people who were added to the FBI's Most Wanted list in 2000 or 2001 who were convicted of murder within the ten years after their placement on the list.,History,"Jesse James Caston, Aurlieas Dame McClarty, Francis William Murphy, Dwight Bowen, Felix Summers",Set Answer
830,"I'm doing a report on Scottish MP's for my politics class - out of the MP's that were elected in Scotland in the 2015 general election with a majority of more than 15,000 votes and over 70% turnout in their constituency, did any get re-elected in both the 2017 and 2019 general elections with a majority of less than 15,000 and less than 67% turnout in their constituency? If so please list their name and constituency.",Politics & Government,John McNally (Falkirk),Single Answer
831,"According to the NCSL, which states had both (1) laws allowing immigrants to obtain driver’s licenses and (2) laws requiring paid sick leave, with both laws enacted in 2020 or earlier? Additionally, include the year the sick leave law was originally passed.",Politics & Government,"California: 2014
Colorado: 2020
Connecticut: 2011
Maryland: 2018
New Jersey: 2018
New York: 2020
Nevada: 2019
Oregon: 2015
Vermont: 2016
Washington: 2016",Set Answer
832,"The major focus of my recent travels has been visiting all of the UNESCO World Heritage sites. When I visit a new country, I feel like it helps me appreciate where I am staying for more than just a few popular sites I have seen on social media. I have been paying special attention to what they call ""The List in Danger,"" and I like to prioritize those locations if possible. I have recently visited Cameroon and Chad, and I think that my next destination will be the Democratic Republic of the Congo in June 2025. While I am there, it is my dream to see a Kordofan giraffe. Where could I see them when I visit?",Travel,Garamba National Park,Single Answer
833,"New York City's Cool It! initiative is a Citywide plan to increase the amount of cooling features available to the public during heat emergencies. Cooling features are categorized by the program as including drinking fountains, spray showers, and cooling sites. Using data collected in 2020 and reported on NYC Open Data regarding the status (activated, not yet activated, broken, under construction) of NYC drinking fountains, which NYC boroughs were recorded as having less than 2% of their drinking fountains broken?",Health,"The Bronx, Queens",Set Answer
834,"Using data from the World Bank, out of the countries with GDP per capita growth (annual %) of above 4.5% in 2013, which countries maintained GDP per capita growth of above 2.5% each year in both 2014 and 2015?",Finance & Economics,"Côte d'Ivoire, Turkmenistan, Ethiopia, Myanmar, Monaco, Turkiye, China, Sri Lanka, Lao PDR ,Cambodia, Uzbekistan, Georgia, Bolivia, Malta, Lithuania, Bangladesh, India, Congo Dem. Rep., Phillippines, Tajikistan, Kosovo, Fiji, Somalia.",Set Answer
835,"Using the 2007 Yerba Mate Tea IFT journal by C.I. Heck and E.G. De Mejia, find every volatile compound in green mate that is repeated as a volatile aroma compound in the SAFE–SE analysis. List every recurring compound that ONLY has a floral odor.",Science,"Linalool, Geraniol, β-Ionone",Set Answer
836,"Which years in which adverts from Northern Ireland's Think! campaign were released had met the 2020 Strategy target for fatalities of road collisions since the think! campaign was launched, and before the introduction of the H3 rule to the highway code?",Other,"2012, 2021",Set Answer
837,"For the following age groups — males aged 6-11, males aged 12-17, females aged 6-11, and females aged 12-17— list any groups where more than 20% of individuals participate in less than 7 hours of physical activity per week. Please refer to the 2015 Canadian Community Health Survey data from Statistics Canada.",Health,"Males aged 12-17, females aged 6-11, females aged 12-17",Set Answer
838,"According to timeshighereducation.com World University Rankings 2023, which United States universities are ranked #10 - #70, have at least 20,000 FTE students, at least 25% international students, and are located in a city with a population of at least 300,000, as of 2023 according to the United States Census Bureau?",Education,"Columbia University, New York University, University of California San Diego, Georgia Institute of Technology.",Set Answer
839,"As of 2020, which countries have had a diplomat appointed as Secretary-General of the United Nations and share contiguous borders with at least three countries with which they do not share a common official language, according to CIA.gov? List country names as seen on the CIA World Factbook - Languages.",Geography,"Ghana, Austria, Burma, Norway",Set Answer
840,"In 2019, the European Centre for Disease Prevention and Control (ECDC) found that the following EU/EEA countries had measles cases exceeding 100: Austria, Belgium, Bulgaria, Czechia, France, Germany, Italy, Lithuania, Poland, Romania, Slovakia, and Spain. Which of these countries had second-dose coverage of a measles-containing vaccine below 90% (according to WUENIC data) and a GDP per capita (World Bank data) below the EU average in 2019?",Health,"Czechia, Italy, Romania",Set Answer
841,"In Denezpi v. United States, Justice Gorsuch's wrote a scathing dissent criticizing the majority's finding that no Double Jeopardy violation occurred under the ""dual sovereignty"" doctrine, which he had criticized in an earlier decision. Another justice dissented in the ""earlier"" case referenced, and that justice cited a twice-affirmed Supreme Court precedent which they felt should be overturned. What was the full name of the case they felt should be overturned?",Politics & Government,"United States v. Lanza, 260 U.S. 377 (1922)",Single Answer
842,"I'm interested in the aquaculture industry, particularly the research being done into reducing the fishmeal in aquaculture diets. As an Australian, I'm particularly interested in lates calcarifer, which I intend to raise myself in the future. I want to look for active researchers I can follow the work of. Please check the journal of 'Aquaculture Research' and find an article published in 2022 about lates calcarifer and tuna hydrolysate supplementation. Get me the name of whichever one of its authors is listed as an author on the most other papers (from any publication, any time prior to June 2024). Please provide just the author's name.",Science,Khor Waiho,Single Answer
843,"For the last year in the 1950's where more than one person shared the Nobel Prize in physics, and where those people where all born in the same country, what was the capital of that country in that year?",Geography,Moscow,Single Answer
844,"According to the vault.fbi.gov website, of the cases surrounding Mississippi Burning (MIBURN), Highlander Folk School, Bayard Rustin, and Stokely Carmichael, which have more than 7 files available?",History,"Mississippi Burning, Highlander Folk School",Set Answer
845,"My daughter is thinking of choosing Psychology to study as part of her A-Level qualifications starting in September, but we don't know which exam board to go with. Could you please find the grade boundaries for AQA 2022 and 2023, and do the same for OCR 2022 and 2023. Which exam board had on average the harshest grade boundaries, as a percentage of the overall potential mark, for achieving an A grade?",Education,OCR,Single Answer
846,"In 2022, which states had a rate of preterm babies > 9.58 and an infant mortality rate > 6.79 according to the CDC? Only include states with a male governor at that time.",Health,"Arkansas, Delaware, Georgia, Indiana, Louisiana, Mississippi, Ohio, Oklahoma, West Virginia",Set Answer
847,"My son wants to be a doctor. Is there a Canadian University that fits the following criteria?

1. Was in the top 5 Canadian med schools in 2022 according to macleans.ca
2. Has any of its campuses located in a city with a population less than 1,000,000 (as of 2022) that is not east of Toronto? (where 'east of Toronto' is defined as any location whose westernmost point lies east of Toronto’s easternmost longitude)
3. Is older than 100 years (established in 1921 or earlier)
4. Has a student satisfaction score in the top ten nationwide in 2022 (MacLeans) 

If there is more than one university that fits the criteria, please respond with the one that ranks highest on MacLeans top 5 Canadian med schools in 2022.",Education,McMaster University,Single Answer
848,Which countries that had a record high average temperature for 2023 according to Berkley Earth also had an airport listed in the Skytrax list of world's top 100 airports in 2022 and achieved a higher ranking in the following year?,Geography,"South Korea, Austria, Germany, China, Japan, Hungary",Set Answer
849,"From the Art Institute of Chicago's collection, list all of the Impressionist oil paintings, by Pennsylvania born American women, that were completed before 1900.",Arts,"Dorothea and Francesca by Cecilia Beaux, On a Balcony by Mary Cassatt, After the Bullfight by Mary Cassatt, The Child's Bath by Mary Cassatt",Set Answer
850,"According to the hesa.ac.uk, which academic year between 2015 and 2020 saw the biggest difference between the total number of undergraduate and postgraduate student enrolments in England, Northern Ireland, Scotland and Wales collectively?",Education,2015/16,Single Answer
851,"In The Muppet Movie, which actor who cameoed in the county fair scene has at least one star on the Walk of Fame, an Emmy, and a Golden Globe?",Media & Entertainment,Bob Hope,Single Answer
852,"Look at the Smithsonian Libraries and Archives official blog titled “Unbound”. Among the September 2023 posts is an article titled ""Exploring Yellowstone in 1919"". What was the title of the first Unbound blog post written by the author of ""Exploring Yellowstone in 1919""?",Arts,Chocolate Rabbits and…Elephants!,Single Answer
853,"Are any companies that won awards for the THE BATR TOY AWARDS 1997/98 still in business? Name the companies that are not in business before 2020, or were purchased and are under a different name.",Finance & Economics,"Tyco, Waddingtons, Bandai",Set Answer
854,"Of the 'Mighty Five' national parks in Utah, which ones saw an increase in annual recreation visits but a decrease in annual tent campers when comparing 2018 to 2021? Refer to the National Park Service Visitor Use Statistics on irma.nps.gov.",Travel,"Arches National Park, Canyonlands National Park, Capitol Reef National Park",Set Answer
855,"I am making a report on public transport in England for my coursework. Only use data from the Department for Transport England Annual bus statistics reports for the years ending March 2017 (2016/17), March 2018 (2017/18), March 2019 (2018/19), and March 2020 (2019/20). I want to know the years where bus mileage in England decreased by more than 1.5% when compared to the previous year, and where there were also less than 2.15 billion passenger journeys made by local buses in England outside of London. Please list only the years that fit both of the mentioned criteria.",Travel,"2017/18, 2019/20",Set Answer
856,"Can you look up the paper, ""Proteins and polysaccharides from vegetative mycelium of medicinal basidiomycete Lentinus edodes display cytotoxicity towards human and animal cancer cell lines"" on PubMed, and tell me which of the authors on that paper collaborated with the first listed author on a different paper?",Science,"Nikita Navolokin, Alexander Shirokov",Set Answer
857,Which Walt Disney World Theme Park saw the largest growth in attendance between 2022 and 2023?,Travel,Epcot,Single Answer
858,"Of the following locations: Mornington Peninsula, Carlton, and St Kilda, determine that with the highest number of occupied private dwellings (according to 2021 ABS census data) and list the five oldest Heritage registered private residential properties (Victorian Heritage Register) built between 1850-1879 in that location.",History,"Barragunda (VHR H0615), Koonoona (VHR H0695), Beleura (VHR H0319), Norman Lodge (VHR H0321), Sages Cottage (VHR H0302)",Set Answer
859,"Of all the treaty documents as a part of the record on Congress.gov for the 113th Congress, provide a list of treaties that concerned international law, were received by the president after 1990 and had their latest Senate action after 2000?",Politics & Government,"United Nations Convention on the Law of the Sea, Rotterdam Convention, The Hague Convention",Set Answer
860,"Give me a list of AIGA Medal awardees awarded from 2022 to 2014 who were awarded posthumously 20 years or more after their death. In the case of someone dying in the same year that the award is given, treat this as not posthumous. If two people were given a joint medal, if either one of them died prior then you should treat this as posthumous, and you should list the entry as a single entry for any joint awardees. Present the list in alphabetical order by first name.",Arts,"Aaron Douglas
Alexander Girard
Corita Kent
Dan Friedman",Set Answer
861,"According to WHO, which of the following countries experienced the highest change in the number of additional people expected to be enjoying better health and wellbeing during the years from 2020 to 2022: Afghanistan, Burkina Faso, Congo (ROC), Ghana, or Sudan.",Health,Sudan,Single Answer
862,"Using the census data from census.gov, find the Florida counties with less than 50000 residents in the year 2022, that had a GDP less than half a billion (in 2017 chained dollars) in that same year according to the Bureau of Economic Analysis. Exclude counties named after a founding father of the United States from the list by The White House.",Finance & Economics,"Calhoun County, Dixie County, Gilchrist County, Glades County, Gulf County, Holmes County, Lafayette County, Liberty County, Union County.",Set Answer
863,"According to the Office for National Statistics, which local authority areas in the North east of England had a population size increase of at least 2% between 2011 and 2021, and also a population increase of at least 20% in people aged 65 years and over between 2011 and 2021?",Geography,"North Tyneside, Stockton-on-Tees",Set Answer
864,Which of the Cameras with individual mini-reviews in the CameraLabs’ article “Best mirrorless camera 2023” have image sensor specifications for Effective megapixels larger than 24.2 megapixels?,Technology,"Canon EOS R5, Sony A7 IV, Fujifilm XT5, Sony A7R V",Set Answer
865,"Using the UK Civil Aviation Authority official data for 2023, tell me which UK airport had the smallest percentage of flight cancellations out of all airports with more than 10 million total passengers, at least 100,000 aircraft movements, and the majority of flights run by UK operators.",Travel,Luton,Single Answer
866,"According to data collected by Scottish Mountain Rescue Statistics Reports (2019-2023), which year recorded 50 or fewer mountaineering incidents that were classified as ‘Lost’, more than 100 injured individuals from those rescued, 15 incident callouts that were ‘False Alarms’ and more than 3 Equestrian incidents?",Geography,2019,Single Answer
867,"According to Stats Canada, which three categories regarding timber assets in Quebec (by area in hectares) saw the largest raw growth from 1961 to 1962?",Other,"Fire, Regeneration, Non-reserved Accessible Closing Stock",Set Answer
868,"Of all the veto actions that Nancy Pelosi has been a part of in her career, there was one that was centered around a border that the USA shares. When the last roll call was done, which states were the representatives that were not voting from?",Politics & Government,"Texas, California, South Carolina",Set Answer
869,"Which countries' GPI were at or above three in 2023 and were below three in 2021, given the states that collected data in World Population Review?",Politics & Government,"Sudan, Ukraine, Russia",Set Answer
870,"List all the U.S. states or territories that do not have an official language as of January 2024, whose flag contains a bird, and has a population density of at least 50 people per square mile. Please order this list by the population of their capitals from the 2020 census (highest to lowest).",Geography,"Louisiana, Michigan, New York, Pennsylvania",Set Answer
871,"According to the SQA, of the nine most popular (i.e. largest number of entrants) SQA National 5 subjects in 2023, which of the math subjects had a higher grade A boundary?",Education,Applications of Mathematics,Single Answer
872,"Which countries were in the top fifteen in highest pollution in 2019 while also being in the top fifteen in human rights violations in 2022 and outside the top fifteen in GDP per capita in 2023? Use data from Numbeo, Our World in Data, and World Population Review, respectively.",Politics & Government,"Myanmar, Afghanistan, China",Set Answer
873,"For the viral pathogen with the highest study count according to PMC11529147, what oral vaccine prequalified by the WHO and approved by the US FDA for that pathogen was licensed for use in infants in the United States first?",Health,RotaTeq,Single Answer
874,"According to NOAA's Billion-Dollar Weather and Climate Disasters report, which weather event between 2015 and 2024 lasted less than one month in total, resulted in over 100 fatalities, and caused between $10 billion and $30 billion in damages, while occurring during a month with less than two inches of total precipitation across the contiguous United States?",History,"Northwest, Central, Eastern Winter Storm and Cold Wave
February 2021",Single Answer
875,"In World Bank Open Data, which region out of China and its SAR (Special Administrative Region) has a crude birth rate of higher than 4 out of 1000, has a population growth lower than 1%, and has an annual GDP growth rate of higher than -5%, in 2022? If there is more than 1 region, then I want the region with lower than 5% in food price inflation in December 2022, according to the World Bank. If there is still more than 1 region then what is the region with a higher than 80 years old in life expectancy in 2022, according to Our World in Data?",Geography,Hong Kong SAR,Single Answer
876,"According to carbonmonitor.org, which of the following cities had the second highest CO2 emissions, measured in KtCO2/day, across all sectors, on July 15th, 2023. Amsterdam, Barcelona, Berlin, Copenhagen, Paris, Stockholm.",Finance & Economics,Amsterdam,Single Answer
877,"I am performing an examination of NAICS Industries in Canadian Metropolitan areas for December 2023. Using information exclusively from statcan.gc.ca, please provide a list of all Canadian metropolitan areas that have business (with employee) totals that exceed the following values in all of the provided industries.
Construction, 2000
Forestry and Logging, 20
Manufacturing, 1000",Finance & Economics,"Quebec, Montreal, Vancouver",Set Answer
878,"Based on the Times Higher Education world university rankings by subject, which universities were within the top 10 for all of the following subjects in 2019: computer science, engineering and technology, and physical sciences?",Education,"California Institute of Technology, ETH Zurich, Harvard University, Massachusetts Institute of Technology, Princeton University, Stanford University, University of Cambridge, University of Oxford",Set Answer
