,problem,answer,wikipedia_link_1,wikipedia_link_2,wikipedia_link_3,wikipedia_link_4,wikipedia_link_5,wikipedia_link_6,wikipedia_link_7,wikipedia_link_8,wikipedia_link_9,wikipedia_link_10,wikipedia_link_11+,reasoning_types,wiki_links
651,"What key signature was the song that was number one on the Billboard Hot 100 on June 8, 2002 performed in?",C major,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_number_ones_of_2002,https://en.wikipedia.org/wiki/Foolish_(Ashanti_song),,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_number_ones_of_2002', 'https://en.wikipedia.org/wiki/Foolish_(Ashanti_song)']"
652,Itanihomi is a municipality in Brazil. What is the state that sits directly south of the state Itanihomi belongs to?,"Itanihomi is in Minas Gerais, and the state directly south of this is Sao Paulo. ",https://en.wikipedia.org/wiki/Itanhomi,"https://en.wikipedia.org/wiki/Federative_units_of_Brazil#/media/File:Brazil,_administrative_divisions_(states)_-_en_-_colored.svg",,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Itanhomi', 'https://en.wikipedia.org/wiki/Federative_units_of_Brazil#/media/File:Brazil,_administrative_divisions_(states)_-_en_-_colored.svg']"
653,Which Greek pole vaulter who participated in the 2020 Summer Olympics in Tokyo also won gold at the 2015 IAAF Diamond League?,Nikoleta Kyriakopoulou,https://en.wikipedia.org/wiki/Athletics_at_the_2020_Summer_Olympics,https://en.wikipedia.org/wiki/2015_Diamond_League,https://en.wikipedia.org/wiki/Nikoleta_Kyriakopoulou,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Athletics_at_the_2020_Summer_Olympics', 'https://en.wikipedia.org/wiki/2015_Diamond_League', 'https://en.wikipedia.org/wiki/Nikoleta_Kyriakopoulou']"
654,"Please consider the following clues and answer the question that follows:  1. This mosque is located in the city dubbed the ""Jerusalem of the Balkans."" 2, The mosque was commissioned by an authoritarian dictator born in a small village 10 km west of Yogyakarta.  Question: What is the height difference between the twin towers of the mosque and its dome?",21 meters,"https://en.wikipedia.org/wiki/Istiklal_Mosque,_Sarajevo",https://en.wikipedia.org/wiki/Sarajevo,https://en.wikipedia.org/wiki/Suharto,https://en.wikipedia.org/wiki/Kemusuk,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Istiklal_Mosque,_Sarajevo', 'https://en.wikipedia.org/wiki/Sarajevo', 'https://en.wikipedia.org/wiki/Suharto', 'https://en.wikipedia.org/wiki/Kemusuk']"
655,What is the birthday of the basketball player turned wrestler who shares a nickname with the YouTuber who created the brand Feastables?,"May 23, 1985",https://en.wikipedia.org/wiki/Feastables,https://en.wikipedia.org/wiki/Peter_John_Ramos,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Feastables', 'https://en.wikipedia.org/wiki/Peter_John_Ramos']"
656,"In 2000, Michel von Tell drove a Toyota and placed sixth in an event. Who placed first that same year, and what car were they driving?",Charles Muhanji in a Subaru Impreza WRX,https://en.wikipedia.org/wiki/Michel_von_Tell,https://en.wikipedia.org/wiki/Rwanda_Mountain_Gorilla_Rally,,,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Michel_von_Tell', 'https://en.wikipedia.org/wiki/Rwanda_Mountain_Gorilla_Rally']"
657,"There's an episode of a TV series that was directed by the person who won the 2011 Dorothy Arzner Directors award. The series started in 2005. The season that contains my episode included 20 episodes in total.  The episode is one word that starts with an ""M.""",Miracles,https://en.wikipedia.org/wiki/Women_in_Film_Crystal_%2B_Lucy_Awards#Dorothy_Arzner_Directors_award,https://en.wikipedia.org/wiki/Pamela_Fryman,https://en.wikipedia.org/wiki/How_I_Met_Your_Mother,https://en.wikipedia.org/wiki/List_of_How_I_Met_Your_Mother_episodes#Season_3_(2007%E2%80%9308),,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Women_in_Film_Crystal_%2B_Lucy_Awards#Dorothy_Arzner_Directors_award', 'https://en.wikipedia.org/wiki/Pamela_Fryman', 'https://en.wikipedia.org/wiki/How_I_Met_Your_Mother', 'https://en.wikipedia.org/wiki/List_of_How_I_Met_Your_Mother_episodes#Season_3_(2007%E2%80%9308)']"
658,"What is the birth town of the absent athlete from the Victory Salute statue in San Jose, California?","Peter Norman was born in Coburg, Victoria, Australia.",https://en.wikipedia.org/wiki/Victory_Salute_(statue),https://en.wikipedia.org/wiki/Peter_Norman,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Victory_Salute_(statue)', 'https://en.wikipedia.org/wiki/Peter_Norman']"
659,What is the capacity of the Olympic stadium used during the first Winter Games attended by a tropical nation? This nation was visited by the 5th Cavalry Regiment (US) in 1901.,"17,324",https://en.wikipedia.org/wiki/5th_Cavalry_Regiment,https://en.wikipedia.org/wiki/Philippines,https://en.wikipedia.org/wiki/1972_Winter_Olympics,https://en.wikipedia.org/wiki/Makomanai_Open_Stadium,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/5th_Cavalry_Regiment', 'https://en.wikipedia.org/wiki/Philippines', 'https://en.wikipedia.org/wiki/1972_Winter_Olympics', 'https://en.wikipedia.org/wiki/Makomanai_Open_Stadium']"
660,"In 2010, the WWE Hall of Fame took place in the same stadium as a famous comedy movie done a few years before. Who are the four comedians that starred in this comedy movie?","jeff Foxworthy, Bill Engvall, Ron White and Larry the Cable Guy.",https://en.wikipedia.org/wiki/WWE_Hall_of_Fame_(2010),https://en.wikipedia.org/wiki/Arizona_Financial_Theatre,https://en.wikipedia.org/wiki/Blue_Collar_Comedy_Tour:_The_Movie,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/WWE_Hall_of_Fame_(2010)', 'https://en.wikipedia.org/wiki/Arizona_Financial_Theatre', 'https://en.wikipedia.org/wiki/Blue_Collar_Comedy_Tour:_The_Movie']"
661,What year was the first Uber employee born?,1983,https://en.wikipedia.org/wiki/Uber,https://en.wikipedia.org/wiki/Ryan_Graves_(businessman),,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Uber', 'https://en.wikipedia.org/wiki/Ryan_Graves_(businessman)']"
662,Which British prime minister of the 1990s had the most children?,Tony Blair,https://en.wikipedia.org/wiki/List_of_prime_ministers_of_the_United_Kingdom,https://en.wikipedia.org/wiki/Margaret_Thatcher,https://en.wikipedia.org/wiki/John_Major,https://en.wikipedia.org/wiki/Tony_Blair,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/List_of_prime_ministers_of_the_United_Kingdom', 'https://en.wikipedia.org/wiki/Margaret_Thatcher', 'https://en.wikipedia.org/wiki/John_Major', 'https://en.wikipedia.org/wiki/Tony_Blair']"
663,What was the daily average passenger count in 2011 of the first station on the train line that serves Hiraka Train Station in Japan?,"2,851 Passengers",https://en.wikipedia.org/wiki/Hiraka_Station,https://en.wikipedia.org/wiki/K%C5%8Dnan_Railway_K%C5%8Dnan_Line,https://en.wikipedia.org/wiki/Hirosaki_Station,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Hiraka_Station', 'https://en.wikipedia.org/wiki/K%C5%8Dnan_Railway_K%C5%8Dnan_Line', 'https://en.wikipedia.org/wiki/Hirosaki_Station']"
664,How many Red Hot Chili Peppers albums were released while Nelson Mandela was in prison?,4,https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers#Discography,https://en.wikipedia.org/wiki/Nelson_Mandela#Imprisonment,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers#Discography', 'https://en.wikipedia.org/wiki/Nelson_Mandela#Imprisonment']"
665,How many years after the first album release by The Beatles was the first solo album released by one of its members?,Five years,https://en.wikipedia.org/wiki/The_Beatles_discography,https://en.wikipedia.org/wiki/George_Harrison#Discography,,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/The_Beatles_discography', 'https://en.wikipedia.org/wiki/George_Harrison#Discography']"
666,"Who starred in a movie about the subject of a song on the compilation album ""Friends and Relatives,"" and also played themselves on an episode of ""Friends""?",Isabella Rossellini,https://en.wikipedia.org/wiki/Friends_%26_Relatives,https://en.wikipedia.org/wiki/Beethoven_in_film,https://en.wikipedia.org/wiki/Immortal_Beloved_(1994_film),https://en.wikipedia.org/wiki/Isabella_Rossellini,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Friends_%26_Relatives', 'https://en.wikipedia.org/wiki/Beethoven_in_film', 'https://en.wikipedia.org/wiki/Immortal_Beloved_(1994_film)', 'https://en.wikipedia.org/wiki/Isabella_Rossellini']"
667,"In 1966, the Lower Klamath National Wildlife Refuge became part of the U.S. National Register of Historic Places (NRHP). What is another natural site with water added during that year, also located in California?",Lake Merritt,https://en.wikipedia.org/wiki/Old_Mission_Dam,https://en.wikipedia.org/wiki/Pecos_National_Historical_Park,https://en.wikipedia.org/wiki/Walden_Pond,https://en.wikipedia.org/wiki/Seal_Island_Historic_District,https://en.wikipedia.org/wiki/Russian_Bishop%27s_House,https://en.wikipedia.org/wiki/Luther_Burbank_Home_and_Gardens,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Old_Mission_Dam', 'https://en.wikipedia.org/wiki/Pecos_National_Historical_Park', 'https://en.wikipedia.org/wiki/Walden_Pond', 'https://en.wikipedia.org/wiki/Seal_Island_Historic_District', 'https://en.wikipedia.org/wiki/Russian_Bishop%27s_House', 'https://en.wikipedia.org/wiki/Luther_Burbank_Home_and_Gardens']"
668,What was the magnitude of the earthquake that was the catalyst for the charitable U.S. speedrunning marathon that took place in April 2011?,Mw 9.0–9.1,https://en.wikipedia.org/wiki/Speedrunning,https://en.wikipedia.org/wiki/Games_Done_Quick,https://en.wikipedia.org/wiki/2011_T%C5%8Dhoku_earthquake_and_tsunami,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Speedrunning', 'https://en.wikipedia.org/wiki/Games_Done_Quick', 'https://en.wikipedia.org/wiki/2011_T%C5%8Dhoku_earthquake_and_tsunami']"
669,What Volkswagen former car model has nearly the same name as a Bangkok rooftop restaurant? The car has one additional letter.,Scirocco (The Bangkok restaurant is called Sirocco),https://en.wikipedia.org/wiki/Lebua_at_State_Tower,https://en.wikipedia.org/wiki/List_of_Volkswagen_vehicles,https://en.wikipedia.org/wiki/Volkswagen_Scirocco,,,,,,,,,Multiple constraints | Post processing,"['https://en.wikipedia.org/wiki/Lebua_at_State_Tower', 'https://en.wikipedia.org/wiki/List_of_Volkswagen_vehicles', 'https://en.wikipedia.org/wiki/Volkswagen_Scirocco']"
670,As of 1st August 2024 The three British Olympic Class ocean liners were manufactured in a city that lies at the mouth of what river?,River Lagan,https://en.wikipedia.org/wiki/HMHS_Britannic,https://en.wikipedia.org/wiki/Belfast,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/HMHS_Britannic', 'https://en.wikipedia.org/wiki/Belfast']"
671,"The Mossi King who passed away in Thailand in 2016, would have spoken what language?",Mòoré,https://en.wikipedia.org/wiki/Tenkodogo,https://en.wikipedia.org/wiki/Mossi_Kingdoms,https://en.wikipedia.org/wiki/List_of_rulers_of_the_Mossi_state_of_Tenkodogo,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Tenkodogo', 'https://en.wikipedia.org/wiki/Mossi_Kingdoms', 'https://en.wikipedia.org/wiki/List_of_rulers_of_the_Mossi_state_of_Tenkodogo']"
672,Which Colombian cyclist was born on the same day as Edmonton Oilers captain Connor McDavid?,Egan Bernal,https://en.wikipedia.org/wiki/Connor_McDavid,https://en.wikipedia.org/wiki/January_13,,,,,,,,,,Numerical reasoning | Tabular reasoning,"['https://en.wikipedia.org/wiki/Connor_McDavid', 'https://en.wikipedia.org/wiki/January_13']"
673,"From 1924 to August 2024, how many times did Texas's and California's electoral colleges elect the same nominee during the presidential election?",13 times.,https://en.wikipedia.org/wiki/Politics_of_California,https://en.wikipedia.org/wiki/Politics_of_Texas,,,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Politics_of_California', 'https://en.wikipedia.org/wiki/Politics_of_Texas']"
674,Who composed the Broadway musical that premiered in 2003 and starred the actress who would later voice Elsa in Disney's Frozen?,Stephen Schwartz,https://en.wikipedia.org/wiki/Wicked_(musical),https://en.wikipedia.org/wiki/Idina_Menzel,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Wicked_(musical)', 'https://en.wikipedia.org/wiki/Idina_Menzel']"
675,"In physics, when speaking of classical mechanics, there is an infamous problem that involves taking the initial positions and velocities of three point masses that orbit each other and attempting to calculate their trajectories. There is no general closed-form solution for this infamous problem. French mathematicians in the 18th century focused on solving this problem in regards to astronomical motion, specifically how the Moon rotates on its apsides. Their work led to a solution using Newton's laws of physics and the Discrete Fourier Transformation (DFT), which ultimately changed how sailors were able to determine longitude at sea. The inventor of the device that would revolutionize naval navigation using these new principles and proofs spent how many years testing and perfecting his work?",31 years (1730-1761),https://en.wikipedia.org/wiki/Three-body_problem,https://en.wikipedia.org/wiki/Alexis_Clairaut#Focus_on_astronomical_motion,https://en.wikipedia.org/wiki/Marine_chronometer,https://en.wikipedia.org/wiki/John_Harrison,,,,,,,,Tabular reasoning | Multiple constraints | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/Three-body_problem', 'https://en.wikipedia.org/wiki/Alexis_Clairaut#Focus_on_astronomical_motion', 'https://en.wikipedia.org/wiki/Marine_chronometer', 'https://en.wikipedia.org/wiki/John_Harrison']"
676,"What is the country of origin of the football coach with the first initial ""P"" for the Thailand national men's football team who coached 54 years after the country's name officially changed?",German.,https://en.wikipedia.org/wiki/Thailand,https://en.wikipedia.org/wiki/Thailand_national_football_team#Coaching_history,,,,,,,,,,Numerical reasoning | Tabular reasoning | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/Thailand', 'https://en.wikipedia.org/wiki/Thailand_national_football_team#Coaching_history']"
677,Archibald Sinclair had an American mom who was a half-sister. The half-sister had a life partner who had a painting of her by Walter Sickert. How many words is the title of that painting?,5 ( Miss Hudson at Rowlandson House),"https://en.wikipedia.org/wiki/Archibald_Sinclair,_1st_Viscount_Thurso",https://en.wikipedia.org/wiki/Ethel_Sands,https://en.wikipedia.org/wiki/Anna_Hope_Hudson,,,,,,,,,Post processing,"['https://en.wikipedia.org/wiki/Archibald_Sinclair,_1st_Viscount_Thurso', 'https://en.wikipedia.org/wiki/Ethel_Sands', 'https://en.wikipedia.org/wiki/Anna_Hope_Hudson']"
678,What movie won the Academy Award for Best Picture the same year that Argentina won its first World Cup?,The Deer Hunter,"https://en.wikipedia.org/wiki/Argentina_at_the_FIFA_World_Cup#:~:text=Argentina%20is%20one%20of%20the,in%201930%2C%201990%20and%202014.",https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture#1970s,,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Argentina_at_the_FIFA_World_Cup#:~:text=Argentina%20is%20one%20of%20the,in%201930%2C%201990%20and%202014.', 'https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture#1970s']"
679,"What is the other name, beginning and ending with the letter ""d"", for the substance, often deployed by means of artillery shells, which was also instrumental in developing a treatment for a condition that dogs of the same breed as Mayor Max II are unusually prone to?",Distilled mustard,https://en.wikipedia.org/wiki/Mayor_Max_II,https://en.wikipedia.org/wiki/Golden_Retriever#Health,https://en.wikipedia.org/wiki/Hemangiosarcoma#Treatments,https://en.wikipedia.org/wiki/Chemotherapy#History,https://en.wikipedia.org/wiki/Mustard_gas,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Mayor_Max_II', 'https://en.wikipedia.org/wiki/Golden_Retriever#Health', 'https://en.wikipedia.org/wiki/Hemangiosarcoma#Treatments', 'https://en.wikipedia.org/wiki/Chemotherapy#History', 'https://en.wikipedia.org/wiki/Mustard_gas']"
680,"As of May 2024, which female New Zealand Prime Minister was the oldest when they took office?",Helen Clark.,https://en.wikipedia.org/wiki/List_of_prime_ministers_of_New_Zealand,https://en.wikipedia.org/wiki/Jenny_Shipley,https://en.wikipedia.org/wiki/Helen_Clark,https://en.wikipedia.org/wiki/Jacinda_Ardern,,,,,,,,Numerical reasoning | Multiple constraints | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/List_of_prime_ministers_of_New_Zealand', 'https://en.wikipedia.org/wiki/Jenny_Shipley', 'https://en.wikipedia.org/wiki/Helen_Clark', 'https://en.wikipedia.org/wiki/Jacinda_Ardern']"
681,What is the capital of the country where the Treaty on European Union was signed?,Amsterdam,https://en.wikipedia.org/wiki/Maastricht_Treaty,https://en.wikipedia.org/wiki/Netherlands,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Maastricht_Treaty', 'https://en.wikipedia.org/wiki/Netherlands']"
682,Which happened earlier: Diageo reducing the volume of Red stripe beer bottles in the US from 12 fl. oz. to 11.2 fl. oz. or Philip Morris making a bid for the company Swedish Match?,The Red Stripe US bottle volume reduction happened earlier.,https://en.m.wikipedia.org/wiki/Red_Stripe,https://en.m.wikipedia.org/wiki/Swedish_Match,,,,,,,,,,Temporal reasoning,"['https://en.m.wikipedia.org/wiki/Red_Stripe', 'https://en.m.wikipedia.org/wiki/Swedish_Match']"
683,Which 2024 college/university president has a degree from Harvard University: the president from the one that organizes the Miami Book Fair or from the one that organizes the Kentucky Women Writers Conference?,Eli Capilouto,https://en.wikipedia.org/wiki/Miami_Book_Fair_International,https://en.wikipedia.org/wiki/Miami_Dade_College,https://en.wikipedia.org/wiki/Kentucky_Women_Writers_Conference,https://en.wikipedia.org/wiki/University_of_Kentucky,https://en.wikipedia.org/wiki/Eli_Capilouto,https://en.wikipedia.org/wiki/Madeline_Pumariega,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Miami_Book_Fair_International', 'https://en.wikipedia.org/wiki/Miami_Dade_College', 'https://en.wikipedia.org/wiki/Kentucky_Women_Writers_Conference', 'https://en.wikipedia.org/wiki/University_of_Kentucky', 'https://en.wikipedia.org/wiki/Eli_Capilouto', 'https://en.wikipedia.org/wiki/Madeline_Pumariega']"
684,What Doctor Who episode aired on a date closest to the 441st launch of the Skylark rocket?,Dalek,https://en.wikipedia.org/wiki/Doctor_Who_series_1,https://en.wikipedia.org/wiki/Skylark_(rocket),,,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Doctor_Who_series_1', 'https://en.wikipedia.org/wiki/Skylark_(rocket)']"
685,The shonen manga that won the 35th Kodansha Manga Award has how many chapters in its final volume?,5,https://en.wikipedia.org/wiki/Kodansha_Manga_Award,https://en.wikipedia.org/wiki/List_of_Attack_on_Titan_chapters,,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Kodansha_Manga_Award', 'https://en.wikipedia.org/wiki/List_of_Attack_on_Titan_chapters']"
686,"How many years apart did a Kim Jong Un impersonator who was interviewed by USA today, and the man who founded Playboy attend the University of Illinois Urbana-Champaign?",60,https://en.wikipedia.org/wiki/University_of_Illinois_Urbana-Champaign#Notable_alumni_and_faculty,https://en.wikipedia.org/wiki/Hugh_Hefner#Early_life_and_education,https://en.wikipedia.org/wiki/Minyong_Kim,,,,,,,,,Numerical reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/University_of_Illinois_Urbana-Champaign#Notable_alumni_and_faculty', 'https://en.wikipedia.org/wiki/Hugh_Hefner#Early_life_and_education', 'https://en.wikipedia.org/wiki/Minyong_Kim']"
687,"In 2024, assuming that their family has been in the same line of work since they took a surname, what is the major use of the product they make if their last name is Kalkbrenner?",Making steel.,https://en.wikipedia.org/wiki/Kalkbrenner,https://en.wikipedia.org/wiki/Lime_kiln,https://en.wikipedia.org/wiki/Calcium_oxide,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Kalkbrenner', 'https://en.wikipedia.org/wiki/Lime_kiln', 'https://en.wikipedia.org/wiki/Calcium_oxide']"
688,"The person who posted a photo with Rahul Ligma and Daniel Johnson at the headquarters of a social media company claims to have a certain syndrome, despite never receiving a formal diagnosis. Who was this syndrome named after?",Hans Asperger,https://en.wikipedia.org/wiki/Rahul_Ligma,https://en.wikipedia.org/wiki/Elon_Musk#Personal_life,https://en.wikipedia.org/wiki/Asperger_syndrome,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Rahul_Ligma', 'https://en.wikipedia.org/wiki/Elon_Musk#Personal_life', 'https://en.wikipedia.org/wiki/Asperger_syndrome']"
689,Emma Stone was the highest paid actress in 2017. How much did breakthrough movie for the highest paid actress 6 years after Emma Stone make in its theatrical run?,$406.9 million,https://en.wikipedia.org/wiki/Emma_Stone,https://en.wikipedia.org/wiki/List_of_highest-paid_film_actors,https://en.wikipedia.org/wiki/Margot_Robbie,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film),,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Emma_Stone', 'https://en.wikipedia.org/wiki/List_of_highest-paid_film_actors', 'https://en.wikipedia.org/wiki/Margot_Robbie', 'https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)']"
690,The lead actor who plays the regional manager of this popular mockumentary sitcom released in 2005 has the same initials as Santa Claus. What is the name of the voice character for Flower in the latest animated film this actor starred in in 2024?,Matt Damon,https://en.wikipedia.org/wiki/The_Office,https://en.wikipedia.org/wiki/Steve_Carell#2004%E2%80%932013:_The_Office_and_comedic_roles,https://en.wikipedia.org/wiki/IF_(film),,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/The_Office', 'https://en.wikipedia.org/wiki/Steve_Carell#2004%E2%80%932013:_The_Office_and_comedic_roles', 'https://en.wikipedia.org/wiki/IF_(film)']"
691,This blood pressure drug commonly used to treat gestational hypertension was patented the same year the first black student at the University of Mississippi was shot.,Labetalol,https://en.wikipedia.org/wiki/University_of_Mississippi,https://en.wikipedia.org/wiki/James_Meredith,https://en.wikipedia.org/wiki/Gestational_hypertension,https://en.wikipedia.org/wiki/Labetalol,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/University_of_Mississippi', 'https://en.wikipedia.org/wiki/James_Meredith', 'https://en.wikipedia.org/wiki/Gestational_hypertension', 'https://en.wikipedia.org/wiki/Labetalol']"
692,"Little River Canyon National Preserve has three waterfalls, one of which is the tallest in Alabama. How much shorter is Alabama's tallest waterfall than the tallest waterfall in the continental US?","2,452 ft",https://en.wikipedia.org/wiki/Grace%27s_High_Falls,https://en.wikipedia.org/wiki/List_of_waterfalls_by_height#By_overall_height,,,,,,,,,,Numerical reasoning | Tabular reasoning | Post processing,"['https://en.wikipedia.org/wiki/Grace%27s_High_Falls', 'https://en.wikipedia.org/wiki/List_of_waterfalls_by_height#By_overall_height']"
693,What is the name of the retired Swiss tennis player who made the 4th round of Wimbledon in 2002?,Michel Kratochvil,https://en.wikipedia.org/wiki/2002_Wimbledon_Championships_%E2%80%93_Men%27s_singles,https://en.wikipedia.org/wiki/Michel_Kratochvil,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/2002_Wimbledon_Championships_%E2%80%93_Men%27s_singles', 'https://en.wikipedia.org/wiki/Michel_Kratochvil']"
694,Who did the Canadian swimmer Eric Lamont compete against in Heat 3 of the freestyle competition that he was older than?,"No one, he was the youngest.",https://en.wikipedia.org/wiki/Eric_Jubb,https://en.wikipedia.org/wiki/Swimming_at_the_1948_Summer_Olympics_%E2%80%93_Men%27s_100_metre_freestyle,https://en.wikipedia.org/wiki/Sachin_Nag,https://en.wikipedia.org/wiki/Ali_Mustafa_Baghdady,https://en.wikipedia.org/wiki/Warren_Boyd_(swimmer),https://en.wikipedia.org/wiki/Alberto_Isaac,https://en.wikipedia.org/wiki/G%C3%A9za_K%C3%A1das,,,,,Numerical reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Eric_Jubb', 'https://en.wikipedia.org/wiki/Swimming_at_the_1948_Summer_Olympics_%E2%80%93_Men%27s_100_metre_freestyle', 'https://en.wikipedia.org/wiki/Sachin_Nag', 'https://en.wikipedia.org/wiki/Ali_Mustafa_Baghdady', 'https://en.wikipedia.org/wiki/Warren_Boyd_(swimmer)', 'https://en.wikipedia.org/wiki/Alberto_Isaac', 'https://en.wikipedia.org/wiki/G%C3%A9za_K%C3%A1das']"
695,"I'm a spooky tourist and I'm visiting Savannah, GA. I'm going to visit two of the most well-known cemeteries, what Cemetery in Savannah is famous for being in a book and on a book cover? What was the book? There is another old cemetery downtown I want to visit, I heard epidemic victims were buried there. What epidemic and what years did it take place? How many victims are buried there?","Bonaventure Cemetery, ""Midnight in the Garden of Good and Evil."" Colonial Park, Yellow Fever; 1820s, estimated 700 victims.",https://en.wikipedia.org/wiki/Bonaventure_Cemetery,https://en.wikipedia.org/wiki/Colonial_Park_Cemetery,https://en.wikipedia.org/wiki/Midnight_in_the_Garden_of_Good_and_Evil,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Bonaventure_Cemetery', 'https://en.wikipedia.org/wiki/Colonial_Park_Cemetery', 'https://en.wikipedia.org/wiki/Midnight_in_the_Garden_of_Good_and_Evil']"
696,"Of the 6 main cast members of the series Friends, which have appeared in music videos?","Of the 6 main cast members of Friends, Jennifer Anniston, Courtney Cox, and Matt LeBlanc have all appeared in music videos.",https://en.wikipedia.org/wiki/Friends,https://en.wikipedia.org/wiki/Jennifer_Aniston,https://en.wikipedia.org/wiki/Courteney_Cox,https://en.wikipedia.org/wiki/Lisa_Kudrow,https://en.wikipedia.org/wiki/Matt_LeBlanc,https://en.wikipedia.org/wiki/Matthew_Perry,https://en.wikipedia.org/wiki/David_Schwimmer,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Friends', 'https://en.wikipedia.org/wiki/Jennifer_Aniston', 'https://en.wikipedia.org/wiki/Courteney_Cox', 'https://en.wikipedia.org/wiki/Lisa_Kudrow', 'https://en.wikipedia.org/wiki/Matt_LeBlanc', 'https://en.wikipedia.org/wiki/Matthew_Perry', 'https://en.wikipedia.org/wiki/David_Schwimmer']"
697,In what city were the Summer Olympic Games held in the year the RMS _Titanic_ sank?,Stockholm (Sweden),https://en.wikipedia.org/wiki/Titanic,https://en.wikipedia.org/wiki/1912_Summer_Olympics,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Titanic', 'https://en.wikipedia.org/wiki/1912_Summer_Olympics']"
698,The manager Pep Guardiola won the Premier League four years in a row with a football club whose owners are from a country whose main export in 2009 was which raw material?,"Oil.  ('Oil' is fine here but related words from the Wikipedia article (link 6) are also acceptable, such as 'petroleum')",https://en.wikipedia.org/wiki/Pep_Guardiola,https://en.wikipedia.org/wiki/Manchester_City_F.C.,https://en.wikipedia.org/wiki/City_Football_Group,https://en.wikipedia.org/wiki/Abu_Dhabi_United_Group,https://en.wikipedia.org/wiki/United_Arab_Emirates,https://en.wikipedia.org/wiki/Economy_of_the_United_Arab_Emirates,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Pep_Guardiola', 'https://en.wikipedia.org/wiki/Manchester_City_F.C.', 'https://en.wikipedia.org/wiki/City_Football_Group', 'https://en.wikipedia.org/wiki/Abu_Dhabi_United_Group', 'https://en.wikipedia.org/wiki/United_Arab_Emirates', 'https://en.wikipedia.org/wiki/Economy_of_the_United_Arab_Emirates']"
